Nome da instituicao;Sigla da instituicao;Nome da base de dados;Sigla da base de dados;Responsavel pelo registro;Numero do registro no portal;Numero do registro na base de dados;Data do registro;Data do evento;Data de Carencia;Nome cientifico;Nome comum;Nome cientifico na base de dados;Nivel taxonomico;Numero de individuos;Reino;Filo;Classe;Ordem;Familia;Genero;Especie;Estado de conservacao;Categoria de Ameaca;Localidade;Pais;Estado/Provincia;Municipio;Status de Sensibilidade;Latitude;Longitude;Outras informacoes da localidade;Jurisdicao;Destino do Material
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Danielle Da Silveira Monteiro;152837;N� Da Autoriza̤̣o/Licen̤a Sisbio: 15962, Projeto: Monitoramento De Encalhes E Intera̤̣o De Tartarugas Marinhas Com A Pesca E Estudo Do Uso Do Habitat No Litoral Sul Do Rio Grande Do Sul;27/01/2010;28/01/2010 a 28/01/2010;07/08/2016;Chelonia mydas agassizi;Tartaruga-verde;Chelonia mydas;unranked;1;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Chelonia;Chelonia mydas;Esp̩cie Amea̤ada;Vulner��vel;Zona Costeira - Praias;Brasil;RS;Sao Jose Do Norte;Esp̩cie ṇo Sens�_vel;-31.839.167;-51.688.889;Coordenada exata da ocorr̻ncia;Sem Informa̵̤es;Solto/mantido na natureza
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Danielle Da Silveira Monteiro;152838;N� Da Autoriza̤̣o/Licen̤a Sisbio: 15962, Projeto: Monitoramento De Encalhes E Intera̤̣o De Tartarugas Marinhas Com A Pesca E Estudo Do Uso Do Habitat No Litoral Sul Do Rio Grande Do Sul;27/01/2010;28/01/2010 a 28/01/2010;07/08/2016;Chelonia mydas agassizi;Tartaruga-verde;Chelonia mydas;unranked;1;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Chelonia;Chelonia mydas;Esp̩cie Amea̤ada;Vulner��vel;Zona Costeira - Praias;Brasil;RS;Sao Jose Do Norte;Esp̩cie ṇo Sens�_vel;-31.854.722;-51.72;Coordenada exata da ocorr̻ncia;Sem Informa̵̤es;Solto/mantido na natureza
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Danielle Da Silveira Monteiro;152839;N� Da Autoriza̤̣o/Licen̤a Sisbio: 15962, Projeto: Monitoramento De Encalhes E Intera̤̣o De Tartarugas Marinhas Com A Pesca E Estudo Do Uso Do Habitat No Litoral Sul Do Rio Grande Do Sul;27/01/2010;28/01/2010 a 28/01/2010;07/08/2016;Chelonia mydas agassizi;Tartaruga-verde;Chelonia mydas;unranked;1;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Chelonia;Chelonia mydas;Esp̩cie Amea̤ada;Vulner��vel;Zona Costeira - Praias;Brasil;RS;Sao Jose Do Norte;Esp̩cie ṇo Sens�_vel;-31.881.389;-51.769.444;Coordenada exata da ocorr̻ncia;Sem Informa̵̤es;Solto/mantido na natureza
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Danielle Da Silveira Monteiro;152840;N� Da Autoriza̤̣o/Licen̤a Sisbio: 15962, Projeto: Monitoramento De Encalhes E Intera̤̣o De Tartarugas Marinhas Com A Pesca E Estudo Do Uso Do Habitat No Litoral Sul Do Rio Grande Do Sul;27/01/2010;28/01/2010 a 28/01/2010;07/08/2016;Chelonia mydas agassizi;Tartaruga-verde;Chelonia mydas;unranked;1;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Chelonia;Chelonia mydas;Esp̩cie Amea̤ada;Vulner��vel;Zona Costeira - Praias;Brasil;RS;Sao Jose Do Norte;Esp̩cie ṇo Sens�_vel;-31.883.056;-517.725;Coordenada exata da ocorr̻ncia;Sem Informa̵̤es;Solto/mantido na natureza
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Danielle Da Silveira Monteiro;152841;N� Da Autoriza̤̣o/Licen̤a Sisbio: 15962, Projeto: Monitoramento De Encalhes E Intera̤̣o De Tartarugas Marinhas Com A Pesca E Estudo Do Uso Do Habitat No Litoral Sul Do Rio Grande Do Sul;27/01/2010;28/01/2010 a 28/01/2010;07/08/2016;Lepidochelys olivacea;Tartaruga-oliva;Lepidochelys olivacea;species;1;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Lepidochelys;Lepidochelys olivacea;Esp̩cie Amea̤ada;Em Perigo;Zona Costeira - Praias;Brasil;RS;Sao Jose Do Norte;Esp̩cie ṇo Sens�_vel;-31.906.111;-51.811.111;Coordenada exata da ocorr̻ncia;Sem Informa̵̤es;Solto/mantido na natureza
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Danielle Da Silveira Monteiro;152842;N� Da Autoriza̤̣o/Licen̤a Sisbio: 15962, Projeto: Monitoramento De Encalhes E Intera̤̣o De Tartarugas Marinhas Com A Pesca E Estudo Do Uso Do Habitat No Litoral Sul Do Rio Grande Do Sul;27/01/2010;28/01/2010 a 28/01/2010;07/08/2016;Caretta caretta;Tartaruga-cabe̤uda;Caretta caretta;species;1;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Caretta;Caretta caretta;Esp̩cie Amea̤ada;Em Perigo;Zona Costeira - Praias;Brasil;RS;Sao Jose Do Norte;Esp̩cie ṇo Sens�_vel;-31.917.778;-51.829.167;Coordenada exata da ocorr̻ncia;Sem Informa̵̤es;Solto/mantido na natureza
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Danielle Da Silveira Monteiro;152843;N� Da Autoriza̤̣o/Licen̤a Sisbio: 15962, Projeto: Monitoramento De Encalhes E Intera̤̣o De Tartarugas Marinhas Com A Pesca E Estudo Do Uso Do Habitat No Litoral Sul Do Rio Grande Do Sul;27/01/2010;28/01/2010 a 28/01/2010;07/08/2016;Eretmochelys imbricata imbricata;Tartaruga-de-pente;Eretmochelys imbricata;unranked;1;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Eretmochelys;Eretmochelys imbricata;Esp̩cie Amea̤ada;Criticamente em Perigo;Zona Costeira - Praias;Brasil;RS;Sao Jose Do Norte;Esp̩cie ṇo Sens�_vel;-31.93;-51.847.222;Coordenada exata da ocorr̻ncia;Sem Informa̵̤es;Solto/mantido na natureza
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Danielle Da Silveira Monteiro;152844;N� Da Autoriza̤̣o/Licen̤a Sisbio: 15962, Projeto: Monitoramento De Encalhes E Intera̤̣o De Tartarugas Marinhas Com A Pesca E Estudo Do Uso Do Habitat No Litoral Sul Do Rio Grande Do Sul;27/01/2010;28/01/2010 a 28/01/2010;07/08/2016;Chelonia mydas agassizi;Tartaruga-verde;Chelonia mydas;unranked;1;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Chelonia;Chelonia mydas;Esp̩cie Amea̤ada;Vulner��vel;Zona Costeira - Praias;Brasil;RS;Sao Jose Do Norte;Esp̩cie ṇo Sens�_vel;-319.325;-51.866.944;Coordenada exata da ocorr̻ncia;Sem Informa̵̤es;Solto/mantido na natureza
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Danielle Da Silveira Monteiro;152845;N� Da Autoriza̤̣o/Licen̤a Sisbio: 15962, Projeto: Monitoramento De Encalhes E Intera̤̣o De Tartarugas Marinhas Com A Pesca E Estudo Do Uso Do Habitat No Litoral Sul Do Rio Grande Do Sul;27/01/2010;28/01/2010 a 28/01/2010;07/08/2016;Caretta caretta;Tartaruga-cabe̤uda;Caretta caretta;species;1;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Caretta;Caretta caretta;Esp̩cie Amea̤ada;Em Perigo;Zona Costeira - Praias;Brasil;RS;Sao Jose Do Norte;Esp̩cie ṇo Sens�_vel;-31.951.944;-518.775;Coordenada exata da ocorr̻ncia;Sem Informa̵̤es;Solto/mantido na natureza
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Danielle Da Silveira Monteiro;152846;N� Da Autoriza̤̣o/Licen̤a Sisbio: 15962, Projeto: Monitoramento De Encalhes E Intera̤̣o De Tartarugas Marinhas Com A Pesca E Estudo Do Uso Do Habitat No Litoral Sul Do Rio Grande Do Sul;27/01/2010;28/01/2010 a 28/01/2010;07/08/2016;Chelonia mydas agassizi;Tartaruga-verde;Chelonia mydas;unranked;1;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Chelonia;Chelonia mydas;Esp̩cie Amea̤ada;Vulner��vel;Zona Costeira - Praias;Brasil;RS;Sao Jose Do Norte;Esp̩cie ṇo Sens�_vel;-31.978.333;-51.91;Coordenada exata da ocorr̻ncia;Sem Informa̵̤es;Solto/mantido na natureza
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Danielle Da Silveira Monteiro;152847;N� Da Autoriza̤̣o/Licen̤a Sisbio: 15962, Projeto: Monitoramento De Encalhes E Intera̤̣o De Tartarugas Marinhas Com A Pesca E Estudo Do Uso Do Habitat No Litoral Sul Do Rio Grande Do Sul;27/01/2010;28/01/2010 a 28/01/2010;07/08/2016;Chelonia mydas agassizi;Tartaruga-verde;Chelonia mydas;unranked;1;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Chelonia;Chelonia mydas;Esp̩cie Amea̤ada;Vulner��vel;Zona Costeira - Praias;Brasil;RS;Sao Jose Do Norte;Esp̩cie ṇo Sens�_vel;-31.983.056;-51.915.833;Coordenada exata da ocorr̻ncia;Sem Informa̵̤es;Solto/mantido na natureza
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Danielle Da Silveira Monteiro;152848;N� Da Autoriza̤̣o/Licen̤a Sisbio: 15962, Projeto: Monitoramento De Encalhes E Intera̤̣o De Tartarugas Marinhas Com A Pesca E Estudo Do Uso Do Habitat No Litoral Sul Do Rio Grande Do Sul;27/01/2010;28/01/2010 a 28/01/2010;07/08/2016;Chelonia mydas agassizi;Tartaruga-verde;Chelonia mydas;unranked;1;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Chelonia;Chelonia mydas;Esp̩cie Amea̤ada;Vulner��vel;Zona Costeira - Praias;Brasil;RS;Sao Jose Do Norte;Esp̩cie ṇo Sens�_vel;-31.997.222;-519.325;Coordenada exata da ocorr̻ncia;Sem Informa̵̤es;Solto/mantido na natureza
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Danielle Da Silveira Monteiro;152849;N� Da Autoriza̤̣o/Licen̤a Sisbio: 15962, Projeto: Monitoramento De Encalhes E Intera̤̣o De Tartarugas Marinhas Com A Pesca E Estudo Do Uso Do Habitat No Litoral Sul Do Rio Grande Do Sul;27/01/2010;28/01/2010 a 28/01/2010;07/08/2016;Chelonia mydas agassizi;Tartaruga-verde;Chelonia mydas;unranked;1;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Chelonia;Chelonia mydas;Esp̩cie Amea̤ada;Vulner��vel;Zona Costeira - Praias;Brasil;RS;Sao Jose Do Norte;Esp̩cie ṇo Sens�_vel;-32.002.222;-51.937.778;Coordenada exata da ocorr̻ncia;Sem Informa̵̤es;Solto/mantido na natureza
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Danielle Da Silveira Monteiro;152850;N� Da Autoriza̤̣o/Licen̤a Sisbio: 15962, Projeto: Monitoramento De Encalhes E Intera̤̣o De Tartarugas Marinhas Com A Pesca E Estudo Do Uso Do Habitat No Litoral Sul Do Rio Grande Do Sul;27/01/2010;28/01/2010 a 28/01/2010;07/08/2016;Chelonia mydas agassizi;Tartaruga-verde;Chelonia mydas;unranked;1;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Chelonia;Chelonia mydas;Esp̩cie Amea̤ada;Vulner��vel;Zona Costeira - Praias;Brasil;RS;Sao Jose Do Norte;Esp̩cie ṇo Sens�_vel;-32.065.556;-52.002.778;Coordenada exata da ocorr̻ncia;Sem Informa̵̤es;Solto/mantido na natureza
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Danielle Da Silveira Monteiro;152851;N� Da Autoriza̤̣o/Licen̤a Sisbio: 15962, Projeto: Monitoramento De Encalhes E Intera̤̣o De Tartarugas Marinhas Com A Pesca E Estudo Do Uso Do Habitat No Litoral Sul Do Rio Grande Do Sul;27/01/2010;28/01/2010 a 28/01/2010;07/08/2016;Chelonia mydas agassizi;Tartaruga-verde;Chelonia mydas;unranked;1;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Chelonia;Chelonia mydas;Esp̩cie Amea̤ada;Vulner��vel;Zona Costeira - Praias;Brasil;RS;Sao Jose Do Norte;Esp̩cie ṇo Sens�_vel;-32.066.944;-52.004.167;Coordenada exata da ocorr̻ncia;Sem Informa̵̤es;Solto/mantido na natureza
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Danielle Da Silveira Monteiro;152852;N� Da Autoriza̤̣o/Licen̤a Sisbio: 15962, Projeto: Monitoramento De Encalhes E Intera̤̣o De Tartarugas Marinhas Com A Pesca E Estudo Do Uso Do Habitat No Litoral Sul Do Rio Grande Do Sul;27/01/2010;28/01/2010 a 28/01/2010;07/08/2016;Chelonia mydas agassizi;Tartaruga-verde;Chelonia mydas;unranked;1;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Chelonia;Chelonia mydas;Esp̩cie Amea̤ada;Vulner��vel;Zona Costeira - Praias;Brasil;RS;Sao Jose Do Norte;Esp̩cie ṇo Sens�_vel;-32.066.944;-52.004.167;Coordenada exata da ocorr̻ncia;Sem Informa̵̤es;Solto/mantido na natureza
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Danielle Da Silveira Monteiro;152853;N� Da Autoriza̤̣o/Licen̤a Sisbio: 15962, Projeto: Monitoramento De Encalhes E Intera̤̣o De Tartarugas Marinhas Com A Pesca E Estudo Do Uso Do Habitat No Litoral Sul Do Rio Grande Do Sul;27/01/2010;28/01/2010 a 28/01/2010;07/08/2016;Chelonia mydas agassizi;Tartaruga-verde;Chelonia mydas;unranked;1;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Chelonia;Chelonia mydas;Esp̩cie Amea̤ada;Vulner��vel;Zona Costeira - Praias;Brasil;RS;Sao Jose Do Norte;Esp̩cie ṇo Sens�_vel;-32.084.722;-52.021.944;Coordenada exata da ocorr̻ncia;Sem Informa̵̤es;Solto/mantido na natureza
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Danielle Da Silveira Monteiro;152854;N� Da Autoriza̤̣o/Licen̤a Sisbio: 15962, Projeto: Monitoramento De Encalhes E Intera̤̣o De Tartarugas Marinhas Com A Pesca E Estudo Do Uso Do Habitat No Litoral Sul Do Rio Grande Do Sul;27/01/2010;28/01/2010 a 28/01/2010;07/08/2016;Chelonia mydas agassizi;Tartaruga-verde;Chelonia mydas;unranked;1;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Chelonia;Chelonia mydas;Esp̩cie Amea̤ada;Vulner��vel;Zona Costeira - Praias;Brasil;RS;Sao Jose Do Norte;Esp̩cie ṇo Sens�_vel;-32.084.722;-52.021.944;Coordenada exata da ocorr̻ncia;Sem Informa̵̤es;Solto/mantido na natureza
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Danielle Da Silveira Monteiro;152855;N� Da Autoriza̤̣o/Licen̤a Sisbio: 15962, Projeto: Monitoramento De Encalhes E Intera̤̣o De Tartarugas Marinhas Com A Pesca E Estudo Do Uso Do Habitat No Litoral Sul Do Rio Grande Do Sul;27/01/2010;28/01/2010 a 28/01/2010;07/08/2016;Chelonia mydas agassizi;Tartaruga-verde;Chelonia mydas;unranked;1;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Chelonia;Chelonia mydas;Esp̩cie Amea̤ada;Vulner��vel;Zona Costeira - Praias;Brasil;RS;Sao Jose Do Norte;Esp̩cie ṇo Sens�_vel;-32.084.722;-52.021.944;Coordenada exata da ocorr̻ncia;Sem Informa̵̤es;Solto/mantido na natureza
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Danielle Da Silveira Monteiro;152856;N� Da Autoriza̤̣o/Licen̤a Sisbio: 15962, Projeto: Monitoramento De Encalhes E Intera̤̣o De Tartarugas Marinhas Com A Pesca E Estudo Do Uso Do Habitat No Litoral Sul Do Rio Grande Do Sul;27/01/2010;28/01/2010 a 28/01/2010;07/08/2016;Chelonia mydas agassizi;Tartaruga-verde;Chelonia mydas;unranked;1;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Chelonia;Chelonia mydas;Esp̩cie Amea̤ada;Vulner��vel;Zona Costeira - Praias;Brasil;RS;Sao Jose Do Norte;Esp̩cie ṇo Sens�_vel;-32.105.833;-52.041.667;Coordenada exata da ocorr̻ncia;Sem Informa̵̤es;Solto/mantido na natureza
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Danielle Da Silveira Monteiro;152857;N� Da Autoriza̤̣o/Licen̤a Sisbio: 15962, Projeto: Monitoramento De Encalhes E Intera̤̣o De Tartarugas Marinhas Com A Pesca E Estudo Do Uso Do Habitat No Litoral Sul Do Rio Grande Do Sul;27/01/2010;28/01/2010 a 28/01/2010;07/08/2016;Chelonia mydas agassizi;Tartaruga-verde;Chelonia mydas;unranked;1;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Chelonia;Chelonia mydas;Esp̩cie Amea̤ada;Vulner��vel;Zona Costeira - Praias;Brasil;RS;Sao Jose Do Norte;Esp̩cie ṇo Sens�_vel;-32.108.333;-52.044.444;Coordenada exata da ocorr̻ncia;Sem Informa̵̤es;Solto/mantido na natureza
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Danielle Da Silveira Monteiro;152858;N� Da Autoriza̤̣o/Licen̤a Sisbio: 15962, Projeto: Monitoramento De Encalhes E Intera̤̣o De Tartarugas Marinhas Com A Pesca E Estudo Do Uso Do Habitat No Litoral Sul Do Rio Grande Do Sul;27/01/2010;28/01/2010 a 28/01/2010;07/08/2016;Caretta caretta;Tartaruga-cabe̤uda;Caretta caretta;species;1;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Caretta;Caretta caretta;Esp̩cie Amea̤ada;Em Perigo;Zona Costeira - Praias;Brasil;RS;Sao Jose Do Norte;Esp̩cie ṇo Sens�_vel;-32.125.278;-52.060.833;Coordenada exata da ocorr̻ncia;Sem Informa̵̤es;Solto/mantido na natureza
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Danielle Da Silveira Monteiro;152859;N� Da Autoriza̤̣o/Licen̤a Sisbio: 15962, Projeto: Monitoramento De Encalhes E Intera̤̣o De Tartarugas Marinhas Com A Pesca E Estudo Do Uso Do Habitat No Litoral Sul Do Rio Grande Do Sul;27/01/2010;28/01/2010 a 28/01/2010;07/08/2016;Chelonia mydas agassizi;Tartaruga-verde;Chelonia mydas;unranked;1;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Chelonia;Chelonia mydas;Esp̩cie Amea̤ada;Vulner��vel;Zona Costeira - Praias;Brasil;RS;Sao Jose Do Norte;Esp̩cie ṇo Sens�_vel;-32.130.278;-52.065.556;Coordenada exata da ocorr̻ncia;Sem Informa̵̤es;Solto/mantido na natureza
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Danielle Da Silveira Monteiro;152860;N� Da Autoriza̤̣o/Licen̤a Sisbio: 15962, Projeto: Monitoramento De Encalhes E Intera̤̣o De Tartarugas Marinhas Com A Pesca E Estudo Do Uso Do Habitat No Litoral Sul Do Rio Grande Do Sul;27/01/2010;28/01/2010 a 28/01/2010;07/08/2016;Eretmochelys imbricata imbricata;Tartaruga-de-pente;Eretmochelys imbricata;unranked;1;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Eretmochelys;Eretmochelys imbricata;Esp̩cie Amea̤ada;Criticamente em Perigo;Zona Costeira - Praias;Brasil;RS;Sao Jose Do Norte;Esp̩cie ṇo Sens�_vel;-32.133.056;-52.068.056;Coordenada exata da ocorr̻ncia;Sem Informa̵̤es;Solto/mantido na natureza
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Danielle Da Silveira Monteiro;152861;N� Da Autoriza̤̣o/Licen̤a Sisbio: 15962, Projeto: Monitoramento De Encalhes E Intera̤̣o De Tartarugas Marinhas Com A Pesca E Estudo Do Uso Do Habitat No Litoral Sul Do Rio Grande Do Sul;27/01/2010;28/01/2010 a 28/01/2010;07/08/2016;Chelonia mydas agassizi;Tartaruga-verde;Chelonia mydas;unranked;1;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Chelonia;Chelonia mydas;Esp̩cie Amea̤ada;Vulner��vel;Zona Costeira - Praias;Brasil;RS;Sao Jose Do Norte;Esp̩cie ṇo Sens�_vel;-32.135.278;-52.070.556;Coordenada exata da ocorr̻ncia;Sem Informa̵̤es;Solto/mantido na natureza
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Danielle Da Silveira Monteiro;152862;N� Da Autoriza̤̣o/Licen̤a Sisbio: 15962, Projeto: Monitoramento De Encalhes E Intera̤̣o De Tartarugas Marinhas Com A Pesca E Estudo Do Uso Do Habitat No Litoral Sul Do Rio Grande Do Sul;28/12/2009;29/12/2009 a 29/12/2009;07/08/2016;Caretta caretta;Tartaruga-cabe̤uda;Caretta caretta;species;1;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Caretta;Caretta caretta;Esp̩cie Amea̤ada;Em Perigo;Zona Costeira - Praias;Brasil;RS;Sao Jose Do Norte;Esp̩cie ṇo Sens�_vel;-31.555;-51.24;Coordenada exata da ocorr̻ncia;Sem Informa̵̤es;Solto/mantido na natureza
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Danielle Da Silveira Monteiro;152863;N� Da Autoriza̤̣o/Licen̤a Sisbio: 15962, Projeto: Monitoramento De Encalhes E Intera̤̣o De Tartarugas Marinhas Com A Pesca E Estudo Do Uso Do Habitat No Litoral Sul Do Rio Grande Do Sul;28/12/2009;29/12/2009 a 29/12/2009;07/08/2016;Caretta caretta;Tartaruga-cabe̤uda;Caretta caretta;species;1;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Caretta;Caretta caretta;Esp̩cie Amea̤ada;Em Perigo;Zona Costeira - Praias;Brasil;RS;Sao Jose Do Norte;Esp̩cie ṇo Sens�_vel;-31.571.389;-51.259.722;Coordenada exata da ocorr̻ncia;Sem Informa̵̤es;Solto/mantido na natureza
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Danielle Da Silveira Monteiro;152868;N� Da Autoriza̤̣o/Licen̤a Sisbio: 15962, Projeto: Monitoramento De Encalhes E Intera̤̣o De Tartarugas Marinhas Com A Pesca E Estudo Do Uso Do Habitat No Litoral Sul Do Rio Grande Do Sul;28/12/2009;29/12/2009 a 29/12/2009;07/08/2016;Caretta caretta;Tartaruga-cabe̤uda;Caretta caretta;species;1;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Caretta;Caretta caretta;Esp̩cie Amea̤ada;Em Perigo;Zona Costeira - Praias;Brasil;RS;Sao Jose Do Norte;Esp̩cie ṇo Sens�_vel;-315.975;-51.293.056;Coordenada exata da ocorr̻ncia;Sem Informa̵̤es;Solto/mantido na natureza
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Danielle Da Silveira Monteiro;152869;N� Da Autoriza̤̣o/Licen̤a Sisbio: 15962, Projeto: Monitoramento De Encalhes E Intera̤̣o De Tartarugas Marinhas Com A Pesca E Estudo Do Uso Do Habitat No Litoral Sul Do Rio Grande Do Sul;28/12/2009;29/12/2009 a 29/12/2009;07/08/2016;Caretta caretta;Tartaruga-cabe̤uda;Caretta caretta;species;1;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Caretta;Caretta caretta;Esp̩cie Amea̤ada;Em Perigo;Zona Costeira - Praias;Brasil;RS;Sao Jose Do Norte;Esp̩cie ṇo Sens�_vel;-31.604.722;-51.303.333;Coordenada exata da ocorr̻ncia;Sem Informa̵̤es;Solto/mantido na natureza
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Danielle Da Silveira Monteiro;152870;N� Da Autoriza̤̣o/Licen̤a Sisbio: 15962, Projeto: Monitoramento De Encalhes E Intera̤̣o De Tartarugas Marinhas Com A Pesca E Estudo Do Uso Do Habitat No Litoral Sul Do Rio Grande Do Sul;28/12/2009;29/12/2009 a 29/12/2009;07/08/2016;Caretta caretta;Tartaruga-cabe̤uda;Caretta caretta;species;1;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Caretta;Caretta caretta;Esp̩cie Amea̤ada;Em Perigo;Zona Costeira - Praias;Brasil;RS;Sao Jose Do Norte;Esp̩cie ṇo Sens�_vel;-31.61;-51.310.556;Coordenada exata da ocorr̻ncia;Sem Informa̵̤es;Solto/mantido na natureza
